temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,rain_sum,weather_code,date,district,rain_3day,rain_7day,rain_14day,rain_30day,rain_intensity_3day,risk
22.5,26.4,19.7,72,3.4,3.4,61,2004-04-27,Tehri Garhwal,3.3999999999999857,12.599999999999884,15.400000000000015,17.29999999999994,1.1333333333333286,0
25.4,28.6,23.2,91,6.3,6.3,61,1995-08-11,Tehri Garhwal,27.099999999999973,140.59999999999988,431.7,682.8,9.033333333333324,0
24.1,30.3,15.1,49,0.0,0.0,3,2001-04-24,Tehri Garhwal,0.0,6.299999999999886,25.9,85.89999999999993,0.0,0
11.7,15.9,6.9,80,4.8,4.8,55,1993-01-17,Tehri Garhwal,12.29999999999994,12.299999999999873,52.699999999999996,55.39999999999997,4.09999999999998,0
11.2,18.9,2.8,56,0.0,0.0,0,1987-01-08,Tehri Garhwal,0.19999999999993606,0.8999999999999715,0.8999999999999713,50.7,0.06666666666664535,0
20.5,27.7,13.7,64,1.9,1.9,61,1980-04-09,Tehri Garhwal,2.699999999999964,15.099999999999993,23.2,34.3,0.899999999999988,0
16.3,21.9,8.9,46,0.0,0.0,0,2009-02-26,Tehri Garhwal,0.2999999999999858,0.6999999999999289,0.6999999999999929,30.799999999999944,0.09999999999999526,0
7.5,12.0,2.8,55,0.2,0.2,51,2008-01-24,Tehri Garhwal,0.2999999999999965,31.59999999999994,38.8,56.89999999999994,0.09999999999999883,0
26.6,33.2,17.5,43,0.0,0.0,3,2012-05-10,Tehri Garhwal,0.49999999999999994,1.3999999999999324,6.599999999999961,27.6999999999999,0.16666666666666666,0
23.7,24.7,22.9,96,24.5,24.5,63,1978-07-17,Tehri Garhwal,45.49999999999997,72.80000000000001,331.3,652.4,15.166666666666657,0
18.3,23.9,12.7,68,0.0,0.0,0,2023-11-18,Tehri Garhwal,0.0,0.0,5.899999999999929,6.2999999999999154,0.0,0
9.7,15.5,4.0,70,0.7,0.7,51,1995-02-18,Tehri Garhwal,0.7999999999999644,42.79999999999988,44.099999999999994,44.59999999999995,0.2666666666666548,0
21.3,28.4,12.7,54,1.9,1.9,55,2001-04-09,Tehri Garhwal,2.3000000000000105,3.5999999999998864,59.6,98.09999999999994,0.7666666666666702,0
